#Organism/Name,Strain,CladeID,BioSample,BioProject,Group,SubGroup,Assembly,Size (Mb),GC%,Replicons,WGS,Scaffolds,Genes,Proteins,Release Date,Modify Date,Level,RefSeq FTP,GenBank FTP
Staphylococcus aureus,CFSA150,19988,SAMN06698108 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002124905.1 ,2.81116,32.8,-,NDRE01,48,2893,2777,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/124/905/GCF_002124905.1_ASM212490v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/905/GCA_002124905.1_ASM212490v1
Staphylococcus aureus,CFSA138,19988,SAMN06698096 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002124935.1 ,2.80647,32.7,-,NDRQ01,70,2917,2724,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/124/935/GCF_002124935.1_ASM212493v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/935/GCA_002124935.1_ASM212493v1
Staphylococcus aureus,CFSA146,19988,SAMN06698104 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002124945.1 ,2.87764,32.6,-,NDRI01,59,3005,2887,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/124/945/GCF_002124945.1_ASM212494v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/945/GCA_002124945.1_ASM212494v1
Staphylococcus aureus,CFSA137,19988,SAMN06698095 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002124975.1 ,2.76548,32.8,-,NDRR01,64,2818,2664,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/124/975/GCF_002124975.1_ASM212497v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/975/GCA_002124975.1_ASM212497v1
Staphylococcus aureus,CFSA113,19988,SAMN06698084 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002124985.1 ,2.75682,32.8,-,NDSC01,61,2836,2686,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/124/985/GCF_002124985.1_ASM212498v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/124/985/GCA_002124985.1_ASM212498v1
Staphylococcus aureus,CFSA112,19988,SAMN06698083 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125015.1 ,2.91401,32.6,-,NDSD01,62,3049,2928,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/015/GCF_002125015.1_ASM212501v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/015/GCA_002125015.1_ASM212501v1
Staphylococcus aureus,CFSA110,19988,SAMN06698081 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125025.1 ,2.81672,32.8,-,NDSF01,141,2941,2757,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/025/GCF_002125025.1_ASM212502v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/025/GCA_002125025.1_ASM212502v1
Staphylococcus aureus,CFSA109,19988,SAMN06698080 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125045.1 ,2.92542,32.7,-,NDSG01,63,3079,2964,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/045/GCF_002125045.1_ASM212504v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/045/GCA_002125045.1_ASM212504v1
Staphylococcus aureus,CFSA108,19988,SAMN06698079 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125075.1 ,2.89281,32.7,-,NDSH01,129,3054,2931,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/075/GCF_002125075.1_ASM212507v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/075/GCA_002125075.1_ASM212507v1
Staphylococcus aureus,CFSA106,19988,SAMN06698077 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125095.1 ,2.80247,32.8,-,NDSJ01,78,2878,2763,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/095/GCF_002125095.1_ASM212509v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/095/GCA_002125095.1_ASM212509v1
Staphylococcus aureus,CFSA107,19988,SAMN06698078 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125105.1 ,2.74236,32.8,-,NDSI01,48,2807,2680,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/105/GCF_002125105.1_ASM212510v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/105/GCA_002125105.1_ASM212510v1
Staphylococcus aureus,CFSA097,19988,SAMN06698070 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125115.1 ,2.78996,32.8,-,NDSQ01,69,2878,2760,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/115/GCF_002125115.1_ASM212511v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/115/GCA_002125115.1_ASM212511v1
Staphylococcus aureus,CFSA091,19988,SAMN06698064 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125175.1 ,2.92756,32.7,-,NDSW01,81,3089,2967,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/175/GCF_002125175.1_ASM212517v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/175/GCA_002125175.1_ASM212517v1
Staphylococcus aureus,CFSA084,19988,SAMN06698057 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125185.1 ,2.78777,32.8,-,NDTD01,60,2874,2741,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/185/GCF_002125185.1_ASM212518v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/185/GCA_002125185.1_ASM212518v1
Staphylococcus aureus,CFSA092,19988,SAMN06698065 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125215.1 ,2.83138,32.8,-,NDSV01,98,2943,2813,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/215/GCF_002125215.1_ASM212521v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/215/GCA_002125215.1_ASM212521v1
Staphylococcus aureus,CFSA083,19988,SAMN06698056 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125235.1 ,2.8759,32.6,-,NDTE01,87,3013,2878,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/235/GCF_002125235.1_ASM212523v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/235/GCA_002125235.1_ASM212523v1
Staphylococcus aureus,CFSA081,19988,SAMN06698054 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125255.1 ,2.85873,32.6,-,NDTG01,79,3001,2877,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/255/GCF_002125255.1_ASM212525v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/255/GCA_002125255.1_ASM212525v1
Staphylococcus aureus,CFSA082,19988,SAMN06698055 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125275.1 ,2.76334,32.8,-,NDTF01,74,2812,2684,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/275/GCF_002125275.1_ASM212527v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/275/GCA_002125275.1_ASM212527v1
Staphylococcus aureus,CFSA079,19988,SAMN06698052 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125285.1 ,2.77156,32.8,-,NDTI01,44,2868,2746,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/285/GCF_002125285.1_ASM212528v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/285/GCA_002125285.1_ASM212528v1
Staphylococcus aureus,CFSA078,19988,SAMN06698051 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125315.1 ,2.8284,32.8,-,NDTJ01,51,2959,2810,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/315/GCF_002125315.1_ASM212531v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/315/GCA_002125315.1_ASM212531v1
Staphylococcus aureus,CFSA074,19988,SAMN06698047 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125325.1 ,2.73975,32.7,-,NDTN01,51,2821,2673,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/325/GCF_002125325.1_ASM212532v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/325/GCA_002125325.1_ASM212532v1
Staphylococcus aureus,CFSA071,19988,SAMN06698044 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125355.1 ,2.77354,32.7,-,NDTQ01,71,2844,2659,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/355/GCF_002125355.1_ASM212535v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/355/GCA_002125355.1_ASM212535v1
Staphylococcus aureus,CFSA073,19988,SAMN06698046 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125365.1 ,2.84666,32.7,-,NDTO01,31,3004,2841,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/365/GCF_002125365.1_ASM212536v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/365/GCA_002125365.1_ASM212536v1
Staphylococcus aureus,CFSA050,19988,SAMN06698037 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125395.1 ,2.8337,32.6,-,NDTX01,50,2950,2828,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/395/GCF_002125395.1_ASM212539v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/395/GCA_002125395.1_ASM212539v1
Staphylococcus aureus,CFSA049,19988,SAMN06698036 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125405.1 ,2.74883,32.7,-,NDTY01,65,2834,2734,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/405/GCF_002125405.1_ASM212540v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/405/GCA_002125405.1_ASM212540v1
Staphylococcus aureus,CFSA047,19988,SAMN06698034 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125435.1 ,2.75427,32.7,-,NDUA01,55,2838,2698,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/435/GCF_002125435.1_ASM212543v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/435/GCA_002125435.1_ASM212543v1
Staphylococcus aureus,CFSA048,19988,SAMN06698035 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125445.1 ,2.72568,32.7,-,NDTZ01,51,2791,2661,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/445/GCF_002125445.1_ASM212544v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/445/GCA_002125445.1_ASM212544v1
Staphylococcus aureus,CFSA045,19988,SAMN06698032 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125465.1 ,2.78862,32.8,-,NDUC01,45,2887,2726,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/465/GCF_002125465.1_ASM212546v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/465/GCA_002125465.1_ASM212546v1
Staphylococcus aureus,CFSA044,19988,SAMN06698031 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125485.1 ,2.87912,32.7,-,NDUD01,63,3005,2853,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/485/GCF_002125485.1_ASM212548v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/485/GCA_002125485.1_ASM212548v1
Staphylococcus aureus,CFSA041,19988,SAMN06698028 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125515.1 ,2.79006,32.8,-,NDUF01,81,2861,2755,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/515/GCF_002125515.1_ASM212551v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/515/GCA_002125515.1_ASM212551v1
Staphylococcus aureus,CFSA040,19988,SAMN06698027 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125525.1 ,2.92625,32.7,-,NDUG01,67,3083,2959,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/525/GCF_002125525.1_ASM212552v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/525/GCA_002125525.1_ASM212552v1
Staphylococcus aureus,CFSA037,19988,SAMN06698024 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125555.1 ,2.78713,32.8,-,NDUJ01,49,2893,2758,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/555/GCF_002125555.1_ASM212555v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/555/GCA_002125555.1_ASM212555v1
Staphylococcus aureus,CFSA035,19988,SAMN06698022 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125565.1 ,2.92462,32.6,-,NDUL01,58,3079,2952,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/565/GCF_002125565.1_ASM212556v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/565/GCA_002125565.1_ASM212556v1
Staphylococcus aureus,CFSA034,19988,SAMN06698021 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125595.1 ,2.87543,32.7,-,NDUM01,80,2973,2862,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/595/GCF_002125595.1_ASM212559v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/595/GCA_002125595.1_ASM212559v1
Staphylococcus aureus,CFSA033,19988,SAMN06698020 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125605.1 ,2.82762,32.8,-,NDUN01,94,2948,2809,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/605/GCF_002125605.1_ASM212560v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/605/GCA_002125605.1_ASM212560v1
Staphylococcus aureus,CFSA032,19988,SAMN06698019 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125635.1 ,2.76303,32.8,-,NDUO01,109,2821,2690,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/635/GCF_002125635.1_ASM212563v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/635/GCA_002125635.1_ASM212563v1
Staphylococcus aureus,CFSA030,19988,SAMN06698017 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125645.1 ,2.88789,32.7,-,NDUQ01,128,3027,2871,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/645/GCF_002125645.1_ASM212564v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/645/GCA_002125645.1_ASM212564v1
Staphylococcus aureus,CFSA029,19988,SAMN06698016 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125655.1 ,2.88078,32.6,-,NDUR01,114,3023,2883,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/655/GCF_002125655.1_ASM212565v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/655/GCA_002125655.1_ASM212565v1
Staphylococcus aureus,CFSA025,19988,SAMN06698012 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125695.1 ,2.7876,32.8,-,NDUV01,88,2866,2739,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/695/GCF_002125695.1_ASM212569v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/695/GCA_002125695.1_ASM212569v1
Staphylococcus aureus,CFSA024,19988,SAMN06698011 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125715.1 ,2.88458,32.6,-,NDUW01,94,3015,2880,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/715/GCF_002125715.1_ASM212571v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/715/GCA_002125715.1_ASM212571v1
Staphylococcus aureus,CFSA023,19988,SAMN06698010 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125725.1 ,2.87828,32.6,-,NDUX01,72,3005,2873,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/725/GCF_002125725.1_ASM212572v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/725/GCA_002125725.1_ASM212572v1
Staphylococcus aureus,CFSA021,19988,SAMN06698008 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125755.1 ,2.80284,32.8,-,NDUZ01,78,2891,2766,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/755/GCF_002125755.1_ASM212575v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/755/GCA_002125755.1_ASM212575v1
Staphylococcus aureus,CFSA020,19988,SAMN06698007 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125765.1 ,2.8829,32.6,-,NDVA01,94,3017,2888,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/765/GCF_002125765.1_ASM212576v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/765/GCA_002125765.1_ASM212576v1
Staphylococcus aureus,CFSA019,19988,SAMN06698006 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125795.1 ,2.87666,32.6,-,NDVB01,69,3007,2884,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/795/GCF_002125795.1_ASM212579v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/795/GCA_002125795.1_ASM212579v1
Staphylococcus aureus,CFSA018,19988,SAMN06698005 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125805.1 ,2.82646,32.8,-,NDVC01,71,2936,2808,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/805/GCF_002125805.1_ASM212580v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/805/GCA_002125805.1_ASM212580v1
Staphylococcus aureus,CFSA016,19988,SAMN06698003 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125835.1 ,2.78382,32.8,-,NDVE01,76,2860,2753,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/835/GCF_002125835.1_ASM212583v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/835/GCA_002125835.1_ASM212583v1
Staphylococcus aureus,CFSA017,19988,SAMN06698004 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125845.1 ,2.78982,32.8,-,NDVD01,84,2870,2749,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/845/GCF_002125845.1_ASM212584v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/845/GCA_002125845.1_ASM212584v1
Staphylococcus aureus,CFSA015,19988,SAMN06698002 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125875.1 ,2.85928,32.7,-,NDVF01,95,2994,2839,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/875/GCF_002125875.1_ASM212587v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/875/GCA_002125875.1_ASM212587v1
Staphylococcus aureus,CFSA014,19988,SAMN06698001 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125885.1 ,2.73877,32.8,-,NDVG01,45,2802,2674,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/885/GCF_002125885.1_ASM212588v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/885/GCA_002125885.1_ASM212588v1
Staphylococcus aureus,CFSA012,19988,SAMN06697999 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125915.1 ,2.75026,32.7,-,NDVI01,53,2839,2692,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/915/GCF_002125915.1_ASM212591v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/915/GCA_002125915.1_ASM212591v1
Staphylococcus aureus,CFSA010,19988,SAMN06697997 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125955.1 ,2.92793,32.7,-,NDVK01,76,3085,2964,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/955/GCF_002125955.1_ASM212595v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/955/GCA_002125955.1_ASM212595v1
Staphylococcus aureus,CFSA008,19988,SAMN06697995 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125975.1 ,2.9246,32.7,-,NDVM01,89,3085,2962,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/975/GCF_002125975.1_ASM212597v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/975/GCA_002125975.1_ASM212597v1
Staphylococcus aureus,CFSA006,19988,SAMN06697993 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002125985.1 ,2.78889,32.7,-,NDVO01,57,2899,2754,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/125/985/GCF_002125985.1_ASM212598v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/125/985/GCA_002125985.1_ASM212598v1
Staphylococcus aureus,CFSA001,19988,SAMN06697989 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002126015.1 ,2.77228,32.8,-,NDVS01,70,2859,2736,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/126/015/GCF_002126015.1_ASM212601v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/126/015/GCA_002126015.1_ASM212601v1
Staphylococcus aureus,c59,19988,SAMN06697986 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002126035.1 ,2.87832,32.6,-,NDVV01,291,3019,2877,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/126/035/GCF_002126035.1_ASM212603v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/126/035/GCA_002126035.1_ASM212603v1
Staphylococcus aureus,c60,19988,SAMN06697987 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002126045.1 ,2.85798,32.6,-,NDVU01,64,2975,2855,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/126/045/GCF_002126045.1_ASM212604v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/126/045/GCA_002126045.1_ASM212604v1
Staphylococcus aureus,c57,19988,SAMN06697984 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002126075.1 ,2.88479,32.6,-,NDVX01,130,3022,2891,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/126/075/GCF_002126075.1_ASM212607v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/126/075/GCA_002126075.1_ASM212607v1
Staphylococcus aureus,c56,19988,SAMN06697983 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002126095.1 ,2.76799,32.7,-,NDVY01,103,2833,2726,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/126/095/GCF_002126095.1_ASM212609v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/126/095/GCA_002126095.1_ASM212609v1
Staphylococcus aureus,c55,19988,SAMN06697982 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002126105.1 ,2.88173,32.6,-,NDVZ01,79,3009,2891,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/126/105/GCF_002126105.1_ASM212610v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/126/105/GCA_002126105.1_ASM212610v1
Staphylococcus aureus,c54,19988,SAMN06697981 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002126125.1 ,2.85858,32.7,-,NDWA01,213,2996,2807,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/126/125/GCF_002126125.1_ASM212612v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/126/125/GCA_002126125.1_ASM212612v1
Staphylococcus aureus,c52,19988,SAMN06697979 ,PRJNA380429,Terrabacteria group,Firmicutes,GCA_002126155.1 ,2.88964,32.6,-,NDWC01,248,3035,2889,2017/5/10,2017/5/22,Scaffold,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/126/155/GCF_002126155.1_ASM212615v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/126/155/GCA_002126155.1_ASM212615v1
